index;barcode;title;author;isbn;complete_edition;date_of_publication;keep
403;EM000005589785;ArbR Mitteilungen des Instituts für Schweizerisches Arbeitsrecht;Institut für Schweizerisches Arbeitsrecht;'isbn';;1983;x
404;EM000005208106;ArbR Mitteilungen des Instituts für Schweizerisches Arbeitsrecht;Institut für Schweizerisches Arbeitsrecht;'isbn';;1983;x
405;EM000005589786;ArbR Mitteilungen des Instituts für Schweizerisches Arbeitsrecht;Institut für Schweizerisches Arbeitsrecht;'isbn';;1983;x
406;EM000005208107;ArbR Mitteilungen des Instituts für Schweizerisches Arbeitsrecht;Institut für Schweizerisches Arbeitsrecht;'isbn';;1983;x
407;EM000005589787;ArbR Mitteilungen des Instituts für Schweizerisches Arbeitsrecht;Institut für Schweizerisches Arbeitsrecht;'isbn';;1983;x
408;EM000005208108;ArbR Mitteilungen des Instituts für Schweizerisches Arbeitsrecht;Institut für Schweizerisches Arbeitsrecht;'isbn';;1983;x
409;EM000005589788;ArbR Mitteilungen des Instituts für Schweizerisches Arbeitsrecht;Institut für Schweizerisches Arbeitsrecht;'isbn';;1983;x
410;EM000005208109;ArbR Mitteilungen des Instituts für Schweizerisches Arbeitsrecht;Institut für Schweizerisches Arbeitsrecht;'isbn';;1983;x
411;EM000005589789;ArbR Mitteilungen des Instituts für Schweizerisches Arbeitsrecht;Institut für Schweizerisches Arbeitsrecht;'isbn';;1983;x
412;EM000005208110;ArbR Mitteilungen des Instituts für Schweizerisches Arbeitsrecht;Institut für Schweizerisches Arbeitsrecht;'isbn';;1983;x
413;EM000005589790;ArbR Mitteilungen des Instituts für Schweizerisches Arbeitsrecht;Institut für Schweizerisches Arbeitsrecht;'isbn';;1983;x
414;EM000005208111;ArbR Mitteilungen des Instituts für Schweizerisches Arbeitsrecht;Institut für Schweizerisches Arbeitsrecht;'isbn';;1983;x
415;EM000005589791;ArbR Mitteilungen des Instituts für Schweizerisches Arbeitsrecht;Institut für Schweizerisches Arbeitsrecht;'isbn';;1983;x
416;EM000005208112;ArbR Mitteilungen des Instituts für Schweizerisches Arbeitsrecht;Institut für Schweizerisches Arbeitsrecht;'isbn';;1983;x
417;EM000005589792;ArbR Mitteilungen des Instituts für Schweizerisches Arbeitsrecht;Institut für Schweizerisches Arbeitsrecht;'isbn';;1983;x
418;EM000005208113;ArbR Mitteilungen des Instituts für Schweizerisches Arbeitsrecht;Institut für Schweizerisches Arbeitsrecht;'isbn';;1983;x
419;EM000005589793;ArbR Mitteilungen des Instituts für Schweizerisches Arbeitsrecht;Institut für Schweizerisches Arbeitsrecht;'isbn';;1983;x
420;EM000005208114;ArbR Mitteilungen des Instituts für Schweizerisches Arbeitsrecht;Institut für Schweizerisches Arbeitsrecht;'isbn';;1983;x
421;EM000005589794;ArbR Mitteilungen des Instituts für Schweizerisches Arbeitsrecht;Institut für Schweizerisches Arbeitsrecht;'isbn';;1983;x
422;EM000005208115;ArbR Mitteilungen des Instituts für Schweizerisches Arbeitsrecht;Institut für Schweizerisches Arbeitsrecht;'isbn';;1983;x
423;EM000005589795;ArbR Mitteilungen des Instituts für Schweizerisches Arbeitsrecht;Institut für Schweizerisches Arbeitsrecht;'isbn';;1983;x
424;EM000005208117;ArbR Mitteilungen des Instituts für Schweizerisches Arbeitsrecht;Institut für Schweizerisches Arbeitsrecht;'isbn';;1983;x
425;EM000005589796;ArbR Mitteilungen des Instituts für Schweizerisches Arbeitsrecht;Institut für Schweizerisches Arbeitsrecht;'isbn';;1983;x
426;EM000005208116;ArbR Mitteilungen des Instituts für Schweizerisches Arbeitsrecht;Institut für Schweizerisches Arbeitsrecht;'isbn';;1983;x
427;EM000008192838;Arbeitsrecht plus Verweise Individual- und Kollektivarbeitsrecht sowie öffentliches Arbeitsrecht;Schweiz;9783280073681;7., aktualisierte Auflage;2017;
428;EM000007202930;Schweizerisches Arbeitsrecht;Portmann, Wolfgang;9783037515259;3., vollständig überarb. Auflage;2013;
429;EM000007058463;Jahrbuch des schweizerischen Arbeitsrechts JAR;Portmann, Wolfgang;9783727286315;;1980;x
430;EM000008119898;Jahrbuch des schweizerischen Arbeitsrechts JAR;Portmann, Wolfgang;9783727286315;;1980;x
431;EM000007202616;Jahrbuch des schweizerischen Arbeitsrechts JAR;Portmann, Wolfgang;9783727286315;;1980;x
432;EM000007201505;Jahrbuch des schweizerischen Arbeitsrechts JAR;Portmann, Wolfgang;9783727286315;;1980;x
433;EM000008547519;Jahrbuch des schweizerischen Arbeitsrechts JAR;Portmann, Wolfgang;9783727286315;;1980;x
434;EM000008553167;Jahrbuch des schweizerischen Arbeitsrechts JAR;Portmann, Wolfgang;9783727286315;;1980;x
435;EM000009007502;Jahrbuch des schweizerischen Arbeitsrechts JAR;Portmann, Wolfgang;9783727286315;;1980;x
436;EM000007998010;Schweizerisches Arbeitsrecht;Rehbinder, Manfred;3727209143;14., neu bearb. Aufl.;1999;
437;EM000008710847;Jahrbuch des schweizerischen Arbeitsrechts JAR;Portmann, Wolfgang;9783727286315;;1980;x
438;EM000007996306;Jahrbuch des schweizerischen Arbeitsrechts JAR;Portmann, Wolfgang;9783727286315;;1980;x
439;EM000008199160;Rechtsnormen zum schweizerischen Arbeitsrecht;Fuchs, Tiziana;9783727231629;2. Aufl., Stand: 1.1.2015;2015;x
440;EM000006532936;Rechtsnormen zum schweizerischen Arbeitsrecht;Pärli, Kurt;9783727288081;;2012;x
441;EM000007999143;Rechtsnormen zum schweizerischen Arbeitsrecht;Pärli, Kurt;9783727288081;;2012;x
442;EM000008199159;Rechtsnormen zum schweizerischen Arbeitsrecht;Fuchs, Tiziana;9783727231629;2. Aufl., Stand: 1.1.2015;2015;x
443;EM000008199158;Rechtsnormen zum schweizerischen Arbeitsrecht;Fuchs, Tiziana;9783727231629;2. Aufl., Stand: 1.1.2015;2015;x
444;EM000008711414;Rechtsnormen zum schweizerischen Arbeitsrecht;Schweiz;9783727206818;3. Auflage, Stand 1.7.2017;[2017];x
445;EM000005208775;Krankheit im Arbeitsverhältnis;Zinsli, Jörg Mathias;3952032506;;1992;
446;EM000005589776;Krankheit im Arbeitsverhältnis;Zinsli, Jörg Mathias;3952032506;;1992;
447;EM000005589500;Droit du travail;Wyler, Rémy;3727210125;;2002;
448;EM000004779907;Droit du travail;Wyler, Rémy;3727210125;;2002;
449;EM000005589851;Sexuelle Belästigung am Arbeitsplatz im privatrechtlichen Arbeitsverhältnis;Vögeli, Nicole Corinne;372530551X;;1996;
450;EM000005208802;Sexuelle Belästigung am Arbeitsplatz im privatrechtlichen Arbeitsverhältnis;Vögeli, Nicole Corinne;372530551X;;1996;
451;EM000006523674;Sexuelle Belästigung am Arbeitsplatz im privatrechtlichen Arbeitsverhältnis;Vögeli, Nicole Corinne;372530551X;;1996;
452;EM000007698696;Sozialversicherungsrecht, Allgemeiner Teil : [Entwicklungen 2011];Egli, Philipp;9783727281044;;2012;
453;EM000005590423;Ergänzungsleistungen zur AHV/IV Darstellung, Charakterisierung und Wirkungsweise;Carigiet, Erwin;3725533326;;1995-2000;
454;EM000007056164;Sozialversicherungsrecht, Allgemeiner Teil : [Entwicklungen 2010];Egli, Philipp;9783727280825;;2011;
455;EM000006649031;Sozialversicherungsrecht, Allgemeiner Teil : [Entwicklungen 2009];Gächter, Thomas;9783727280511;;2010;
456;EM000006530070;Sozialversicherungsrecht, Allgemeiner Teil : [Entwicklungen 2008];Gächter, Thomas;9783727280344;;2009;
457;EM000006343497;Sozialversicherungsrecht, Allgemeiner Teil : [Entwicklungen 2007/08];Gächter, Thomas;9783727280184;;2008;
458;EM000006330072;Sozialversicherungsrecht, Allgemeiner Teil : [Entwicklungen 2006];Gächter, Thomas;9783727220616;;2007;
459;EM000006218108;Sozialversicherungsrecht, Allgemeiner Teil : [Entwicklungen 2006];Gächter, Thomas;9783727220616;;2007;
460;EM000007698192;Jahrbuch zum Sozialversicherungsrecht;Lendfers, Miriam;'isbn';;2012;x
461;EM000009224981;Jahrbuch zum Sozialversicherungsrecht;Lendfers, Miriam;'isbn';;2012;x
462;EM000009003567;Jahrbuch zum Sozialversicherungsrecht;Lendfers, Miriam;'isbn';;2012;x
463;EM000008716205;Jahrbuch zum Sozialversicherungsrecht;Lendfers, Miriam;'isbn';;2012;x
464;EM000008547892;Jahrbuch zum Sozialversicherungsrecht;Lendfers, Miriam;'isbn';;2012;x
465;EM000008553367;Jahrbuch zum Sozialversicherungsrecht;Lendfers, Miriam;'isbn';;2012;x
466;EM000008196317;Jahrbuch zum Sozialversicherungsrecht;Lendfers, Miriam;'isbn';;2012;x
467;EM000007996654;Jahrbuch zum Sozialversicherungsrecht;Lendfers, Miriam;'isbn';;2012;x
468;EM000007202991;Jahrbuch zum Sozialversicherungsrecht;Lendfers, Miriam;'isbn';;2012;x
469;EM000008195367;Sozialversicherungsrecht in a nutshell;Kieser, Ueli;9783037517093;3. Auflage;2015;
470;EM000008191214;Sozialversicherungsrecht in a nutshell;Kieser, Ueli;9783037517093;3. Auflage;2015;
471;EM000008191213;Sozialversicherungsrecht in a nutshell;Kieser, Ueli;9783037517093;3. Auflage;2015;
472;EM000007697721;Sozialversicherungsrecht in a nutshell;Kieser, Ueli;9783037514351;2. Auflage;2012;
473;EM000006343916;Sozialversicherungsrecht;Kieser, Ueli;9783037511596;;2009;
474;EM000007056803;Sozialversicherungsrecht;Kieser, Ueli;9783037511596;;2009;
475;EM000005207250;Tafeln zum schweizerischen Sozialversicherungsrecht;Kieser, Ueli;3725545510;3., vollständig überarb. Aufl.;2003;
476;EM000005848832;Tafeln zum schweizerischen Sozialversicherungsrecht;Kieser, Ueli;3725537917;2. ergänzte Aufl.;1998;
477;EM000007998060;Tafeln zum schweizerischen Sozialversicherungsrecht;Kieser, Ueli;3725537917;2. ergänzte Aufl.;1998;
478;EM000009228111;Sozialversicherungsrechtstagung 2019 Fragen im Sozialversicherungsrecht - und Antworten dazu : ein kritischer Blick auf aktuelle Anwendungsfragen im Sozialversicherungsrecht : Referate der Tagung vom 4. Juni und vom 17. September 2019;Sozialversicherungsrechtstagung 2019 Luzern;9783038911869;;[2020];x
479;EM000009004172;Sozialversicherungsrechtstagung 2018 Brennpunkte in der sozialversicherungsrechtlichen Rechtsprechung : Referate der Tagung vom 5. Juni und vom 4. September 2018;Sozialversicherungsrechtstagung 2018 Luzern;9783038910886;;[2019];x
480;EM000008197394;Sozialversicherungsrechtstagung 2015 Referate der Tagungen vom 9. Juni und 25. August 2015;Sozialversicherungsrechtstagung 2015 Luzern;9783037518038;;[2016];x
481;EM000007997903;Sozialversicherungsrechtstagung 2012 Referate der Tagungen vom 6. Juni und 23. August 2012 in Luzern;Lendfers, Miriam;9783906049052;;2013;x
482;EM000009008717;November-Tagung zum Sozialversicherungsrecht 2018 Das Schreckereignis - Schrecken mit oder ohne Ende? : Referate der Tagung vom 27. November 2018;November-Tagung zum Sozialversicherungsrecht 2018 Luzern;9783038911203;;[2019];x
483;EM000008711520;Sozialversicherungsrechtstagung 2016 Referate der Tagungen vom 7. Juni und 23. August 2016;Sozialversicherungsrechtstagung 2016 Luzern;9783037518786;;[2017];x
484;EM000008195885;Unfall? Novembertagung 2015 zum Sozialversicherungsrecht;Novembertagung zum Sozialversicherungsrecht 2015 Luzern;9783037518144;;[2016];x
485;EM000007698288;Sozialversicherungsrechtstagung 2011 Referate der Tagungen vom 17. Mai und 23. August 2011 in Luzern;Lendfers, Miriam;9783908185987;;2012;x
486;EM000009223280;November-Tagung zum Sozialversicherungsrecht 2019 Invalidität - Gradmesser einer Sondersituation;November-Tagung zum Sozialversicherungsrecht 2019 Luzern;9783038912286;;[2020];x
487;EM000008195368;Repetitorium Sozialversicherungsrecht kurz gefasste Darstellung, basierend auf dem Bundessozialversicherungsrecht, mit Schemata, Übungen und Lösungen;Kradolfer, Matthias;9783280072912;;2013;
488;EM000006061499;Grundriss des Sozialversicherungsrechts;Locher, Thomas;372720950X;3., vollständig neu bearb. Aufl.;2003;
489;EM000006061500;Grundriss des Sozialversicherungsrechts;Locher, Thomas;372720950X;3., vollständig neu bearb. Aufl.;2003;
490;EM000006061509;Grundriss des Sozialversicherungsrechts;Locher, Thomas;3727209089;2., neu überarb. Aufl.;1997;
491;EM000007697466;Schweizerisches Sozialversicherungsrecht;Riemer-Kafka, Gabriela;9783727215537;3. Auflage;2012;
492;EM000006331519;Schweizerisches Sozialversicherungsrecht;Riemer-Kafka, Gabriela;9783727215360;2. Aufl.;2010;
493;EM000006331402;Schweizerisches Sozialversicherungsrecht;Riemer-Kafka, Gabriela;9783727215315;;2008;
494;EM000006330494;Schweizerisches Sozialversicherungsrecht;Riemer-Kafka, Gabriela;9783727215315;;2008;
495;EM000008715462;Schweizerisches Sozialversicherungsrecht;Riemer-Kafka, Gabriela;9783727215797;6. Auflage;[2018];
496;EM000008554870;Schweizerisches Sozialversicherungsrecht;Riemer-Kafka, Gabriela;9783727215704;5. Auflage;[2016];
497;EM000008121448;Schweizerisches Sozialversicherungsrecht;Riemer-Kafka, Gabriela;9783727215636;4. Auflage;2014;
498;EM000007202871;Die Sozialversicherung in der Schweiz;Widmer, Dieter;9783725567317;9., erg. und überarb. Aufl., Stand der Gesetzgebung: 1. Januar 2013;2013;
499;EM000007201081;Die Sozialversicherung in der Schweiz;Widmer, Dieter;9783725562732;8., ergänzte und verbesserte Auflage, Stand der Gesetzgebung: 1. Januar 2011;2011;
500;EM000006331477;Die Sozialversicherung in der Schweiz;Widmer, Dieter;9783725560080;7., ergänzte und verbesserte Aufl.;2010;
501;EM000006328660;Die Sozialversicherung in der Schweiz;Widmer, Dieter;9783725555109;6., ergänzte und verbesserte Auflage;2008;
502;EM000006328535;Die Sozialversicherung in der Schweiz;Widmer, Dieter;9783725555109;6., ergänzte und verbesserte Auflage;2008;
503;EM000006094095;Die Sozialversicherung in der Schweiz;Widmer, Dieter;372555000X;5., ergänzte u. verbesserte Aufl.;2005;
504;EM000008712691;Die Sozialversicherung in der Schweiz;Widmer, Dieter;9783725575763;11., ergänzte und überarbeitete Auflage, Stand: 1. Januar 2017;2017;
505;EM000008200227;Die Sozialversicherung in der Schweiz;Widmer, Dieter;9783725571697;10., ergänzte und überarbeitete Auflage;2015;
506;EM000007997098;Die Sozialversicherung in der Schweiz;Widmer, Dieter;9783725567317;9., erg. und überarb. Aufl., Stand der Gesetzgebung: 1. Januar 2013;2013;
507;EM000009005290;Die Sozialversicherung in der Schweiz;Widmer, Dieter;9783725580125;12. Auflage, Stand: 1. Januar 2019;2019;
508;EM000009005288;Die Sozialversicherung in der Schweiz;Widmer, Dieter;9783725580125;12. Auflage, Stand: 1. Januar 2019;2019;
509;EM000008711407;Die Sozialversicherung in der Schweiz;Widmer, Dieter;9783725575763;11., ergänzte und überarbeitete Auflage, Stand: 1. Januar 2017;2017;
510;EM000008712690;Die Sozialversicherung in der Schweiz;Widmer, Dieter;9783725575763;11., ergänzte und überarbeitete Auflage, Stand: 1. Januar 2017;2017;
511;EM000005846868;Das Recht der beruflichen Vorsorge in der Schweiz;Riemer, Hans Michael;3727208384;;1985;
512;EM000005846869;Das Recht der beruflichen Vorsorge in der Schweiz;Riemer, Hans Michael;3727207981;2. Aufl., [Stand: 1. Juli 2006];2006;
513;EM000006331129;BVG-Tagung 2007 aktuelle Fragen der beruflichen Vorsorge : Referate der Tagung vom 25. September 2007;Stauffer, Hans-Ulrich;9783908185710;;2008;x
514;EM000005846071;Die 1. BVG-Revision neue Herausforderungen - Praxisgerechte Umsetzung : Referate der Tagung vom 19. November 2004 in Luzern;Brechbühl, Jürg;390818553X;;2005;x
515;EM000005848142;Berufliche Vorsorge 2002 Probleme, Lösungen, Perspektiven : Referate der Tagung vom 22. Mai 2002 in Luzern;Schaffhauser, René;3908185343;;2002;x
516;EM000007056995;AHV-Beitragsrecht Praxis, Entwicklungen, Perspektiven : Referate der Tagung vom 31. August 2010 in Luzern;Kieser, Ueli;3908185955;;2011;x
517;EM000007203195;BVG-Tagung 2012 aktuelle Fragen der beruflichen Vorsorge : Referate der Tagung vom 18. April 2012 in Luzern;Stauffer, Hans-Ulrich;9783906049045;;2013;x
518;EM000008119863;BVG-Tagung 2013 aktuelle Fragen der beruflichen Vorsorge : Referate der Tagung vom 27. November 2013 in Luzern;Stauffer, Hans-Ulrich;9783906049106;;2014;x
519;EM000007202744;BVG-Tagung 2010 aktuelle Fragen der beruflichen Vorsorge : Referate der Tagung vom 26. Oktober 2010 in Luzern;Stauffer, Hans-Ulrich;9783908185963;;2011;x
520;EM000006649036;BVG-Tagung 2009 aktuelle Fragen der beruflichen Vorsorge : Referate der Tagung vom 28. April 2009 in Luzern;Stauffer, Hans-Ulrich;9783908185819;;2009;x
521;EM000006327971;Bundesgesetz über die Invalidenversicherung (IVG) vom 19. Juni 1959;'author';'isbn';Stand: 1. Januar 2008;2008;
522;EM000006327971;Bundesgesetz über die Invalidenversicherung (IVG) vom 19. Juni 1959;'author';'isbn';Stand: 1. Januar 2008;2008;
523;EM000009004844;BVG-Tagung 2018 aktuelle Fragen der beruflichen Vorsorge;BVG-Tagung 2018 Luzern;9783038910497;;[2019];x
524;EM000008711359;BVG-Tagung 2016 aktuelle Fragen der beruflichen Vorsorge : Referate der Tagung vom 8. September 2016;BVG-Tagung 2016 Luzern;9783037519141;;[2017];x
525;EM000008550684;BVG-Tagung 2015 aktuelle Fragen der beruflichen Vorsorge : Referate der Tagung vom 22. April 2015;BVG-Tagung 2015 Luzern;9783037518069;;[2016];x
526;EM000008709796;Gesundheitsrecht ein Grundriss für Studium und Praxis;Gächter, Thomas;9783719036324;4., vollständig überarbeitete Auflage;2018;
527;EM000008554407;Gesundheitsrecht ein Grundriss für Studium und Praxis;Gächter, Thomas;9783719032753;3., vollständig überarbeitete und erweiterte Aufl.;2013;
528;EM000007203747;Gesundheitsrecht ein Grundriss für Studium und Praxis;Gächter, Thomas;9783719032753;3., vollständig überarbeitete und erweiterte Aufl.;2013;
529;EM000006331604;Pharmarecht [Entwicklungen 2009];Hettich, Peter;9783727280573;;2010;x
530;EM000006530142;Pharmarecht [Entwicklungen 2008];Hettich, Peter;9783727280412;;2009;x
531;EM000007057590;Leitfaden zur Umweltrechts-Konformität in ISO 14001 und EMAS mit detailliertem Fragenkatalog zum schweizerichen Umweltrecht;'author';'isbn';überarb. Aufl.;2009;
532;EM000006218103;Raumplanungs-, Bau- und Umweltrecht : [Entwicklungen 2006];Griffel, Alain;9783727220593;;2007;x
533;EM000006649032;Raumplanungs-, Bau- und Umweltrecht : [Entwicklungen 2009];Griffel, Alain;9783727280498;;2010;x
534;EM000006530141;Raumplanungs-, Bau- und Umweltrecht : [Entwicklungen 2008];Griffel, Alain;9783727280320;;2009;x
535;EM000006330603;Tafeln zum Strafrecht, Allgemeiner Teil;Flachsmann, Stefan;9783725555970;5., vollständig überarbeitete Auflage;2008;
536;EM000005206160;Tafeln zum Strafrecht allgemeiner Teil;Rehberg, Jörg;3725542236;4., nachgeführte Aufl.;2001;
537;EM000006330418;Verbrechenslehre: CD-ROM zum Lehrbuch;Donatsch, Andreas;'isbn';2. Aufl.;2007;
538;EM000006330421;Verbrechenslehre;Rehberg, Jörg;3725535280;Sechste, ergänzte und verb. Aufl.;1996;
539;EM000007203400;Verbrechenslehre;Donatsch, Andreas;9783725567829;9., aktualisierte und teilweise vollständig überarb. Aufl.;2013;
540;EM000007203401;Verbrechenslehre;Donatsch, Andreas;9783725567829;9., aktualisierte und teilweise vollständig überarb. Aufl.;2013;
541;EM000007203402;Verbrechenslehre;Donatsch, Andreas;9783725567829;9., aktualisierte und teilweise vollständig überarb. Aufl.;2013;
542;EM000007058325;Verbrechenslehre;Donatsch, Andreas;9783725552504;8., aktualisierte und teilweise vollständig überarb. Aufl.;2006;
543;EM000006327901;Verbrechenslehre;Donatsch, Andreas;9783725552504;8., aktualisierte und teilweise vollständig überarb. Aufl.;2006;
544;EM000006330417;Verbrechenslehre;Donatsch, Andreas;9783725552504;8., aktualisierte und teilweise vollständig überarb. Aufl.;2006;
545;EM000005206149;Verbrechenslehre;Rehberg, Jörg;3725541949;7., aktualisierte und teilweise vollständig überarb. Aufl.;2001;
546;EM000006343716;Strafrecht, Allgemeiner Teil;Seelmann, Kurt;9783719028398;4., überarb. Auflage;[2009];
547;EM000006218078;Strafrecht Allgemeiner Teil;Seelmann, Kurt;3719026590;3., überarb. Aufl.;2007;
548;EM000007056260;Strafrecht, Allgemeiner Teil;Seelmann, Kurt;9783719028398;4., überarb. Auflage;[2009];
549;EM000008121876;Strafrecht Allgemeiner Teil;Seelmann, Kurt;9783719030704;5., aktualisierte Auflage;2012;
550;EM000007998086;Straftaten gegen Gemeininteressen;Stratenwerth, Günter;3727208880;4., überarb. und erg. Aufl.;1995;
551;EM000005845396;Besonderer Teil;Stratenwerth, Günter;9783727208126;6., erg. und überarb. Aufl.;2003-2008;
552;EM000006327148;Straftaten gegen Individualinteressen;Stratenwerth, Günter;3727208872;5., teilweise neubearb. Aufl.;1995;
553;EM000008121762;Strafen und Massnahmen;Stratenwerth, Günter;372720799X;2., vollständig neubearb. Aufl.;2006;
554;EM000005848795;Strafen und Massnahmen;Stratenwerth, Günter;3727208643;;1989;
555;EM000005848796;Die Straftat;Stratenwerth, Günter;3727208937;2., neubearb. Aufl.;1996;
556;EM000008550531;StGB, StPO Schweizerisches Strafgesetzbuch, Strafprozessordnung und Nebenerlasse;Schweiz;9783719038380;7. Auflage;[2016];
557;EM000008190036;StGB, StPO Schweizerisches Strafgesetzbuch, Strafprozessordnung und Nebenerlasse;Niggli, Marcel Alexander;9783719034962;6. Aufl., Stand am 1.1.2015 gemäss der SR;2015;
558;EM000007698413;StGB, StPO Schweizerisches Strafgesetzbuch, Strafprozessordnung und Nebenerlasse;Niggli, Marcel Alexander;9783719032081;4. Aufl.;2012;
559;EM000007203317;StGB, StPO schweizerisches Strafgesetzbuch, Strafprozessordnung und Nebenerlasse;Niggli, Marcel Alexander;9783719028671;2. Aufl., Stand der Gesetzgebung in dieser Ausgabe: 1. Juli 2009;2009;
560;EM000006531116;StGB, StPO schweizerisches Strafgesetzbuch, Strafprozessordnung und Nebenerlasse;Niggli, Marcel Alexander;9783719028671;2. Aufl., Stand der Gesetzgebung in dieser Ausgabe: 1. Juli 2009;2009;
561;EM000007203316;StGB Schweizerisches Strafgesetzbuch und Nebenerlasse;Niggli, Marcel Alexander;9783719026684;Stand der Gesetzgebung in dieser Ausg.: 1. Juli 2008;2008;
562;EM000008119478;Schweizerisches Strafgesetzbuch [vom 21. Dezember 1937];Schweiz Bundeskanzlei;'isbn';Stand am 1. Januar 2014;2014;
563;EM000008119479;Schweizerisches Strafgesetzbuch [vom 21. Dezember 1937];Schweiz Bundeskanzlei;'isbn';Stand am 1. Januar 2014;2014;
564;EM000007203487;Schweizerisches Strafgesetzbuch [vom 21. Dezember 1937];Schweiz Bundeskanzlei;'isbn';Stand am 01. Januar 2013;2012;
565;EM000007203472;Schweizerisches Strafgesetzbuch [vom 21. Dezember 1937];Schweiz Bundeskanzlei;'isbn';Stand am 01. Januar 2013;2012;
566;EM000007203486;Schweizerisches Strafgesetzbuch [vom 21. Dezember 1937];Schweiz Bundeskanzlei;'isbn';Stand am 01. Januar 2013;2012;
567;EM000007202540;Schweizerisches Strafgesetzbuch [vom 21. Dezember 1937];Schweiz Bundeskanzlei;'isbn';Stand am 01. Juli 2012;2012;
568;EM000007202539;Schweizerisches Strafgesetzbuch [vom 21. Dezember 1937];Schweiz Bundeskanzlei;'isbn';Stand am 01. Juli 2012;2012;
569;EM000007057417;Strafprozessrecht;Donatsch, Andreas;9783725561292;;2010;
570;EM000007203714;Handbuch des schweizerischen Strafprozessrechts;Schmid, Niklaus;9783037515549;2. Auflage;2013;
571;EM000006531258;Handbuch des schweizerischen Strafprozessrechts;Schmid, Niklaus;9783037511862;;2009;
572;EM000006531106;Schweizerisches Strafprozessrecht Grundriss für Studium und Praxis;Pieth, Mark;9783719027902;;2009;
573;EM000007203692;Grundriss des schweizerischen Strafprozessrechts;Jositsch, Daniel;9783037515532;2. Auflage;2013;
574;EM000006531197;Grundriss des schweizerischen Strafprozessrechts;Jositsch, Daniel;9783037511879;;2009;
575;EM000007056387;Schweizerisches Jugendstrafrecht;Aebersold, Peter;9783727286681;2. [überarb. und aktualis.] Aufl.;2011;
576;EM000008120166;ZGB für den Alltag kommentierte Ausgabe aus der Beobachter-Beratungspraxis mit vollständigem Gesetzestext und Stichwortverzeichnis;Flüe, Karin <<von>>;9783855696659;11., überarb. und aktual. Aufl., Stand Gesetze: Januar 2013;2013;
577;EM000008120167;ZGB für den Alltag kommentierte Ausgabe aus der Beobachter-Beratungspraxis mit vollständigem Gesetzestext und Stichwortverzeichnis;Flüe, Karin <<von>>;9783855696659;11., überarb. und aktual. Aufl., Stand Gesetze: Januar 2013;2013;
578;EM000008200894;Praxisorientierte Einführung ins Privatrecht methodische Grundlagen - angewandt auf ausgewählte Gebiete des ZGB und des OR;Münch, Peter;9783725575879;5. Auflage;2016;
579;EM000008550530;Praxisorientierte Einführung ins Privatrecht methodische Grundlagen - angewandt auf ausgewählte Gebiete des ZGB und des OR;Münch, Peter;9783725575879;5. Auflage;2016;
580;EM000008550529;Praxisorientierte Einführung ins Privatrecht methodische Grundlagen - angewandt auf ausgewählte Gebiete des ZGB und des OR;Münch, Peter;9783725575879;5. Auflage;2016;
581;EM000007201309;Praxisorientierte Einführung ins Privatrecht methodische Grundlagen - angewandt auf Haftpflichtrecht, Persönlichkeitsschutz und Sachenrecht;Münch, Peter;9783725565191;4. Auflage;2012;
582;EM000007201661;Praxisorientierte Einführung ins Privatrecht methodische Grundlagen - angewandt auf Haftpflichtrecht, Persönlichkeitsschutz und Sachenrecht;Münch, Peter;9783725565191;4. Auflage;2012;
583;EM000007203413;Praxisorientierte Einführung ins Privatrecht methodische Grundlagen - angewandt auf Haftpflichtrecht, Persönlichkeitsschutz und Sachenrecht;Münch, Peter;9783725565191;4. Auflage;2012;
584;EM000007203412;Praxisorientierte Einführung ins Privatrecht methodische Grundlagen - angewandt auf Haftpflichtrecht, Persönlichkeitsschutz und Sachenrecht;Münch, Peter;9783725565191;4. Auflage;2012;
585;EM000007201662;Praxisorientierte Einführung ins Privatrecht methodische Grundlagen - angewandt auf Haftpflichtrecht, Persönlichkeitsschutz und Sachenrecht;Münch, Peter;9783725565191;4. Auflage;2012;
586;EM000007201316;Praxisorientierte Einführung ins Privatrecht;Münch, Peter;9783725556755;3. Auflage;2008;
587;EM000006329451;Praxisorientierte Einführung ins Privatrecht;Münch, Peter;9783725556755;3. Auflage;2008;
588;EM000006804770;Praxisorientierte Einführung ins Privatrecht;Münch, Peter;9783725556755;3. Auflage;2008;
589;EM000007202221;Praxisorientierte Einführung ins Privatrecht;Münch, Peter;9783725556755;3. Auflage;2008;
590;EM000007057690;Praxisorientierte Einführung ins Privatrecht;Münch, Peter;9783725556755;3. Auflage;2008;
591;EM000005845062;Praxisorientierte Einführung ins Privatrecht;Münch, Peter;3725550611;2. Aufl.;2005;
592;EM000005774921;Praxisorientierte Einführung ins Privatrecht;Münch, Peter;3725544794;;2002;
593;EM000004777656;Jahrbuch des Handelsregisters = Annuaire du registre du commerce = Annuario del registro di commercio;Registergilde Zürich;'isbn';;1992;x
594;EM000004778184;Jahrbuch des Handelsregisters = Annuaire du registre du commerce = Annuario del registro di commercio;Registergilde Zürich;'isbn';;1992;x
595;EM000004778183;Jahrbuch des Handelsregisters = Annuaire du registre du commerce = Annuario del registro di commercio;Registergilde Zürich;'isbn';;1992;x
596;EM000007700931;Jahrbuch des Handelsregisters = Annuaire du registre du commerce = Annuario del registro di commercio;Registergilde Zürich;'isbn';;1992;x
