signatur;adm;hicr;strichcode;inventarnummer;exemplar-id;bestands-id;mms-id
c31152;001584988;;04300003077377;5887898;2317888910005510;2217888920005510;990015849880205510
c31153;000555959;;04300003077376;5887892;2317519070005510;2217519080005510;990005559590205510
c31154;000529532;;04300003077378;5887913;2317512870005510;2217512880005510;990005295320205510
c31155;001170141;;04300003077379;5887927;2316554560005510;2216554570005510;990011701410205510
c31156:2;001811041;;04300003072963;6837767;2318821740005510;2218821750005510;990018110410205510
c31156:3;001809937;;04300003443094;6833165;2318844820005510;2218844830005510;990018099370205510
c31156:4;001811047;;04300003072964;6837798;2318823120005510;2218823130005510;990018110470205510
c31156:5;001809973;;04300003072955;6833248;2318834570005510;2218834590005510;990018099730205510
c31157;001188144;;;;;;
c31159/1;001482078;h;04300003046195;5977996;2316143160005510;2216143170005510;990014820780205510
c31159/2;001424316;h;04300003046196;5978048;2316083990005510;2216084000005510;990014243160205510
c31160;001551667;h;04300003049011;6099413;2317921880005510;2217921890005510;990015516670205510
c31161;001532322;h;04300003072028;6149766;2317877380005510;2217877390005510;990015323220205510
c31162;001532318;h;04300003072027;6149740;2317880870005510;2217880880005510;990015323180205510
c31164;001757371;h;;;;;
c31165;001821190;h;;;;;
c31166:1ed.2;000631567;;;;;;
c31166:2ed.2;000631581;;;;;;
c31166:3ed.2;000631588;;;;;;
c31166:4ed.2;000631590;;;;;;
c31167;002826478;h;04300003064564;;2316562060005510;2216562070005510;990038721410205510
c31168;002846301;h;04300003075975;;2315005010005510;2215005020005510;990012211220205510
c31170;002849996;h;;;;;
c31171;004110285;;;;;;
c31173:1a;002801543;h;;;;;
c31173:1b;002801543;h;04300003054256;;2319164420005510;2219164430005510;990038192900205510
c31175;001379067;h;;;;;
c31176;001821236;h;;;;;
c31176ex.a;001821236;h;;;;;
c31179;001794587;h;;;;;
c31179ex.a;001794587;h;;;;;
c31180;002811032;h;;;;;
c31181;002799927;h;;;;;
c31182;001778287;h;;;;;
c31183;001361290;h;;;;;
c31185;004477034;;em000006054490;;2315570980005510;2215571000005510;990044770340205510
c31186;004477023;;04300003068238;;2318413900005510;2218413910005510;990003579850205510
c31193;004793616;;;;;;
c33004/1;001382278;;04300003077389;5888191;2316021570005510;2216021590005510;990013822780205510
c33004/2;001382278;;;;;;
c33010;001585087;;04300003077393;5888228;2318015560005510;2218015570005510;990015850870205510
c33012;000935148;;04300003077395;5888233;2316829670005510;2216829680005510;990009351480205510
c33012ex.a;000935148;;;;;;
c33501;004094047;h;;;;;
c33502;000596551;;em000005163225;6085710;2317533230005510;2217533240005510;990005965510205510
c33504;001818685;h;em000005163364;;2318731960005510;2218731970005510;990018186850205510
c33505;004718796;h;;;;;
c33506;004282867;h;;;;;
c33507;002028208;h;em000005163365;;2315268660005510;2215268670005510;990020282080205510
c33508;004084243;h;;;;;
c33509;000549758;;em000005161360;;2317526640005510;2217526650005510;990005497580205510
c33510;001484349;h;em000005161363;;2316078800005510;2216078810005510;990014843490205510
c33511;001523373;h;em000005161361;;2317987180005510;2217987190005510;990015233730205510
c33512;004185236;;;;;;
c33513;004038199;;;;;;
c34001/1;001436784;;04300003077399;5889572;2316131250005510;2216131260005510;990014367840205510
c34001/2;000960565;;04300003077400;5889581;2316849030005510;2216849040005510;990009605650205510
c34002;000223800;;;;;;
c34009;000754599;;;;;;
c34011;000902464;;04300003077405;5889705;2318346590005510;2218346620005510;990009024640205510
c34018;001427982;h;04300003050005;6121130;2316004530005510;2216004540005510;990014279820205510
c34022;000754637;;;;;;
c34027;001648840;;04300003077417;5889972;2319325690005510;2219325700005510;990016488400205510
c34030/1.79;000712861;;04300003077420;5890025;2318433860005510;2218433870005510;990007128610205510
c34030/2.79;000712862;;04300003077421;5890028;2318340790005510;2218340800005510;990007128620205510
c34032;000514408;;04300003077424;5890068;2319148430005510;2219148440005510;990005144080205510
c34032a;000192855;;;;;;
c34034;000180140;;04300003077427;5890300;2318529450005510;2218529460005510;990001801400205510
c34035;000103683;;04300003077428;5890315;2318315590005510;2218315600005510;990001036830205510
c34036;000247159;;04300003077429;5890320;2318581900005510;2218581910005510;990002471590205510
c34037;000245768;;04300003077430;5890328;2318549670005510;2218549680005510;990002457680205510
c34041;004232893;h;04300003077432;;2317201730005510;2217201740005510;990042328930205510
c34042;000686076;h;;;;;
c350056.aufl.;004759102;;;;;;
c35006:29;004936351;;;;;;
c35023;002667591;;;;;;
c35023ex.a;002667590;;;;;;
c35023b/1;002667588;;04300003077469;5894382;2319115500005510;2219115510005510;990026675880205510
c35023b/2;002667587;;;;;;
c35023b/3;002667585;;;;;;
c35023b/4;002667583;;;;;;
c35024;000562600;;;;;;
c35024ex.a;000562600;;;;;;
c35024d;000178026;;04300003077478;5894359;2318532730005510;2218532760005510;990001780260205510
c35024e;000178026;;;;;;
c35024f;000178026;;;;;;
c35029;000621297;h;04300003047086;5925306;2316241430005510;2216241440005510;990006212970205510
c35034/1;000556342;;;;;;
c35034/2;000663144;h;;;;;
c35034a;001576237;;;;;;
c35034a/1;000556342;;;;;;
c35034a/2;000663144;h;;;;;
c35034b;001576237;;;;;;
c35034c;000233933;;;;;;
c35037ed.4;001682581;h;;;;;
c35037b;001477046;;;;;;
c35039;000604358;;04300003072023;6147410;2317475040005510;2217475050005510;990006043580205510
c35055;000577688;h;04300003077534;5895146;2317548940005510;2217548950005510;990005776880205510
c35057;000091328;;04300003077536;5895159;2318219250005510;2218219260005510;990000913280205510
c35065;000163114;;04300003077543;5895261;2318587420005510;2218587430005510;990001631140205510
c35066;000540008;;04300003077544;5895297;2317506730005510;2217506740005510;990005400080205510
c35069/1;000217101;;04300003077547;5895328;2318550390005510;2218550400005510;990002171010205510
c35071;000224161;;04300003045383;6125447;2318547640005510;2218547650005510;990002241610205510
c35080;000969850;;04300003077560;5895518;2316860360005510;2216860370005510;990009698500205510
c35081;000120924;;;;;;
c35082/2;000374207;;04300003077561;5895528;2318451130005510;2218451150005510;990003742070205510
c35082/4;000374209;;04300003077562;5895538;2319173060005510;2219173100005510;990003742090205510
c35103;000526431;;04300003077588;5899343;2317475640005510;2217475650005510;990005264310205510
c35107;000517282;;04300003077592;5899524;2319164100005510;2219164110005510;990005172820205510
c35109;000548145;;04300003077594;5899559;2317522710005510;2217522720005510;990005481450205510
c35113;000701963;h;04300003077598;5899608;2318401910005510;2218401920005510;990007019630205510
c35114;000909438;;;;;;
c35115;000961700;h;04300003077600;5899626;2316944380005510;2216944390005510;990009617000205510
c35116;001368702;;;;;;
c35118;000899596;;04300003077602;5899656;2318344220005510;2218344230005510;990008995960205510
c35119;001431740;;04300003046482;5990342;2316193310005510;2216193320005510;990014317400205510
c35120;001396367;;04300003047085;5925297;2316101880005510;2216101890005510;990013963670205510
c35122;001386309;;;;;;
c35123;001471899;;04300003046094;5973960;2316040060005510;2216040070005510;990014718990205510
c35124;001175879;h;04300003046465;5990089;2316418280005510;2216418290005510;990011758790205510
c35125;001683758;h;04300003052332;6206914;2319374430005510;2219374440005510;990016837580205510
c35126;001561040;h;;;;;
c35128;001572472;h;04300003072402;6402204;2317985720005510;2217985730005510;990015724720205510
c35129;001652957;;04300003072662;6473132;2319313890005510;2219313940005510;990016529570205510
c35131;001572462;;04300003443175;6871382;2317917870005510;2217917880005510;990015724620205510
c35133;001717554;;04300003443354;6970377;2316975450005510;2216975460005510;990017175540205510
c35134;001864670;h;04300003443441;7014343;2316913750005510;2216913760005510;990018646700205510
c35135;001734615;h;;;;;
c35136:ed.3;001948774;h;04300003443885;7315290;2316062620005510;2216062630005510;990019487740205510
c35137:ed.2;001974947;h;04300003075023;7430955;2315972620005510;2215972640005510;990019749470205510
c35138:ed.5;001872301;h;;;;;
c35141:1ed.6;002010281;;;;;;
c35141:2ed.6;004018055;;;;;;
c35141:3ed.6;004200828;;;;;;
c35141:4ed.6;004453494;h;;;;;
c35142;002054874;h;;;;;
c35142ex.a;002054874;h;;;;;
c35143;002830858;h;;;;;
c35144;002841068;h;;;;;
c35145;001930605;;04300003064715;;2316143460005510;2216143470005510;990019306050205510
c35146:ed.5;002847694;h;;;;;
c35147:2;001919563;;04300003064812;;2316829640005510;2216829650005510;990019195630205510
c35148;001818329;;04300003064813;;2318792820005510;2218792830005510;990018183290205510
c35151;000634428;;04300003064987;;2316226570005510;2216226580005510;990006344280205510
c35152;004189924;;;;;;
c35153;004521208;h;;;;;
c35154;004873895;;;;;;
c35155;004543530;;;;;;
c35156;004478098;;;;;;
c35157;004419681;;;;;;
c35509;000386707;;04300003077623;5900110;2319257820005510;2219257830005510;990003867070205510
c35510;000933861;;;;;;
c35512;001441168;;em000007800606;5886044;2316140900005510;2216140910005510;990014411680205510
c35514;001670497;;04300003045771;6164898;2319366820005510;2219366850005510;990016704970205510
c35801ex.a;000536391;;04300002852648;5870029;2317532600005510;2217532610005510;990005363910205510
c35814;000216556;;;;;;
c35817;000374197;;04300002852663;5873028;2318392150005510;2218392160005510;990003741970205510
c35817ex.a;000374197;;;;;;
c35819/1;000534002;;04300003077001;5873099;2317555050005510;2217555060005510;990005340020205510
c35819/2;000596806;;04300003077002;5873108;2317507740005510;2217507750005510;990005968060205510
c35820;000642935;h;04300003077003;5873168;2316247220005510;2216247230005510;990006429350205510
c35821;000894757;;04300003077004;5873187;2318476550005510;2218476560005510;990008947570205510
c35823;001475479;;04300003443078;6827445;2316161440005510;2216161450005510;990014754790205510
c35824:1;001690196;;;;;;
c35824:2;001797492;;;;;;
c35824:3;001797493;;;;;;
c35824:4;001797494;;;;;;
c35824:5;001797495;;04300003072950;6832632;2318756940005510;2218757020005510;990017974890205510
c35825;001664248;h;04300003443293;6933473;2319371360005510;2219371370005510;990016642480205510
c35826;001949025;h;04300003443891;7316683;2316065370005510;2216065380005510;990019490250205510
c35827;001948762;h;04300003443883;7314957;2315951350005510;2215951360005510;990019487620205510
c35828:1;001874761;h;;;;;
c35828:2;001968073;h;;;;;
c35829:ed.2;002818174;;;;;;
c35830;002806584;h;;;;;
c35832;004100073;h;;;;;
c36002;000754596;;04300003077765;5908548;2318363420005510;2218363430005510;990007545960205510
c36006;000672409;;04300003077011;5874028;2316237490005510;2216237500005510;990006724090205510
c36010/1;000076254;;04300003077016;5874063;2318307480005510;2218307510005510;990000762540205510
c36010/2;000076254;;;;;;
c36010/3;000076254;;;;;;
c36011;000132101;;04300003077017;5874076;2318546610005510;2218546620005510;990001321010205510
c36012;000081887;;;;;;
c36012:ed.2;000141836;;;;;;
c36012:ed.4;000939118;;;;;;
c36012:ed.5;001932497;;04300003075051;7473716;2316169660005510;2216169670005510;990019324970205510
c36018;000542281;;04300003077024;5874157;2317537010005510;2217537020005510;990005422810205510
c36021;000379823;;04300003077030;5874313;2319148670005510;2219148680005510;990003798230205510
c36021.1;000408533;;04300003077031;5874323;2319222910005510;2219222920005510;990004085330205510
c36022;000593196;h;04300003077055;5877782;2317472130005510;2217472140005510;990005931960205510
c36023;000614796;h;;;;;
c36024;000907618;h;;;;;
c36025;001570395;h;04300003072000;6124182;2317905830005510;2217905840005510;990015703950205510
c36026;001661048;h;;;;;
c36027;001788408;;04300003443032;6767624;2318716060005510;2218716070005510;990017884080205510
c36028;001870410;;04300003443477;7031600;2316741020005510;2216741030005510;990018704100205510
c36029:ed.2repr.;001910956;;;;;;
c36030;002087085;;04300003075594;7823025;2318385630005510;2218385640005510;990020870850205510
c36031:1ed.3;004085276;h;;;;;
c36031:2ed.3;004085276;;;;;;
c36033;001820780;h;em000005163362;;2318815040005510;2218815050005510;990018207800205510
c36303;004024036;;;;;;
c36304;004403334;h;;;;;
c37517;001455000;h;;;;;
c37518:ed.4;001450076;h;;;;;
c37519:ed.4/ndr.;001492567;h;;;;;
c40004a;000324855;;;;;;
c40005;000177473;;04300003077070;5878136;2318618520005510;2218618530005510;990001774730205510
c40005;001578678;;04300003077070;5878136;2318618520005510;2218618530005510;990001774730205510
c40016/1;001868044;;04300003077087;5878321;2316855100005510;2216855140005510;990018680440205510
c40016/2;001868044;;;;;;
c40016/3;001868044;;;;;;
c40016/4;001868044;;;;;;
c40018/1;001867210;;04300003077090;5878358;2316805490005510;2216805520005510;990018672100205510
c40018/2;001867210;;;;;;
c40018/3;001867210;;;;;;
c40044/1;002667164;;;;;;
c40044/2;002667163;;;;;;
c40044/3;002667162;;;;;;
c40044/41;002667161;;;;;;
c40044/42;002667160;;;;;;
c40050;000121208;;04300003077122;5879203;2318576560005510;2218576570005510;990001212080205510
c40058;000302383;;04300003077128;5879220;2318483270005510;2218483280005510;990003023830205510
c40071;000938292;;04300003077142;5879576;2316822290005510;2216822330005510;990009382920205510
c40096;000703053;;;;;;
c45011;000546376;;;;;;
c45015;000602785;;04300003077164;5880066;2317515690005510;2217515700005510;990006027850205510
c45016:ed.10;001759953;h;04300003075238;7580303;2316877370005510;2216877380005510;990017599530205510
c45017;000894108;h;04300003077174;5880456;2318363310005510;2218363340005510;990008941080205510
c45027b;000949370;h;;;;;
c45046/3;000550177;;04300003077275;5882792;2317534050005510;2217534060005510;990005501770205510
c45050;000379828;;04300003077261;5882656;2319222020005510;2219222050005510;990003798280205510
c45051a;001936784;h;;;;;
c45052;000382006;;04300003077264;5882697;2319272450005510;2219272460005510;990003820060205510
c45053;000397278;;;;;;
c45054;000402631;;04300003077266;5882710;2319275930005510;2219275960005510;990004026310205510
c45055;001744965;h;04300003072437;6414111;2316836730005510;2216836740005510;990017449650205510
c45056;001673558;h;;;;;
c45058;001870305;h;04300003443475;7031239;2316902570005510;2216902580005510;990018703050205510
c45061;004265133;h;;;;;
c45062;001704450;h;;;;;
c45063;001993234;h;;;;;
c45066;004267539;;;;;;
c45067:1;000625255;h;;;;;
c45068;000623503;h;;;;;
c45406;000894078;h;04300002852527;5868230;2318473410005510;2218473420005510;990008940780205510
c45422;000793452;;04300002857958;5853385;2318333590005510;2218333600005510;990007934520205510
c45424;000653152;h;04300002852516;5867322;2316225610005510;2216225620005510;990006531520205510
c45437;000182409;;;;;;
c45440;001575725;;04300002857975;5853829;2317919860005510;2217919870005510;990015757250205510
c45441;000229446;;04300002857976;5853831;2318607740005510;2218607750005510;990002294460205510
c45462;000376636;;04300002857996;5853950;2319136020005510;2219136060005510;990003766360205510
c45464;000595576;;04300002857997;5853956;2317522150005510;2217522160005510;990005955760205510
c45465;000596942;h;04300002857998;5853957;2317513840005510;2217513850005510;990005969420205510
c45466;000959932;h;;;;;
c45467;001394226;h;04300002858000;5853968;2316179880005510;2216179960005510;990013942260205510
c45470;001524650;h;;;;;
c45471;001533720;h;04300003077173;5880442;2317891150005510;2217891160005510;990015337200205510
c45473:ed.2;001715603;h;04300003443644;7143227;2317048430005510;2217048440005510;990017156030205510
c45474;001672465;h;;;;;
c45475;001909180;h;04300003443691;7171129;2316862060005510;2216862070005510;990019091800205510
c45476;001435186;h;04300003443767;7218242;2316041080005510;2216041090005510;990014351860205510
c50012;000652080;;04300002852051;5854123;2316238110005510;2216238120005510;990006520800205510
c50021/2ex.a;000659275;;04300002852181;5864359;2316224640005510;2216224650005510;990006592750205510
c50029;000934932;;;;;;
c50031;000689114;;04300002852190;5860188;2318466090005510;2218466100005510;990006891140205510
c50036;001391175;;;;;;
c50037;001893676;;;;;;
c50039;000505543;;04300002852197;5860296;2319170230005510;2219170240005510;990005055430205510
c50040ex.a;000115745;;;;;;
c50053;000355289;h;04300002852212;5860640;2318500300005510;2218500310005510;990003552890205510
c50054;000378430;;04300002852213;5860646;2319150620005510;2219150630005510;990003784300205510
c50057nachdr.1;001830251;;;;;;
c50058;001381029;;;;;;
c50062;000567278;;04300002852270;5860718;2317541640005510;2217541670005510;990005672780205510
c50063;000528782;;;;;;
c50065/1;000632974;h;04300002852273;5860748;2316241090005510;2216241100005510;990006329740205510
c50065/2;000646354;h;;;;;
c50066;001639951;h;;;;;
c50068;000894498;h;04300003072098;6282865;2318371170005510;2218371210005510;990008944980205510
c50069;001852742;h;04300003443360;6978944;2316852670005510;2216852680005510;990018527420205510
c50070;001859063;h;04300003443376;6995206;2316849270005510;2216849280005510;990018590630205510
c50071;001715977;h;;;;;
c50072;001734608;h;;;;;
c50073;001625943;h;04300003443879;7307229;2319346380005510;2219346390005510;990016259430205510
c50075;004403364;;;;;;
c50076;000342804;;;;;;
c50156;000381230;;04300002852285;5860910;2319189120005510;2219189130005510;990003812300205510
c50160;000650954;;04300002852278;5860846;2316257340005510;2216257350005510;990006509540205510
c50163;000157291;;04300002852282;5860865;2318608900005510;2218608910005510;990001572910205510
c50172;001577600;;04300002852292;5860990;2317920090005510;2217920130005510;990015776000205510
c50173;001577606;;04300002852293;5860995;2317917650005510;2217917660005510;990015776060205510
c50174;001577609;;04300002852294;5860999;2317860000005510;2217840010005510;990015776090205510
c50175;001577611;;04300002852295;5861001;2317996610005510;2217996620005510;990015776110205510
c50178;000675244;;04300002852296;5861010;2316240440005510;2216240450005510;990006752440205510
c50179;001577622;;;;;;
c50187;000970345;;04300002852306;5861272;2316992330005510;2216992350005510;990009703450205510
c50188/1;001577732;;04300002852307;5861326;2315693510005510;2215693520005510;990040981440205510
c50188/2;001980715;;em000006335688;;2315974390005510;2215974410005510;990019807150205510
c50189;000881540;;04300002852310;5861351;2318937250005510;2218937280005510;990045841690205510
c50190;000138052;;;;;;
c50413;001578766;;;;;;
c50415;000399043;;;;;;
c50417;000533483;;;;;;
c50418/1;001012387;;04300003055896;6081410;2315617220005510;2215617230005510;990010123870205510
c50419/1;001682020;;04300003047235;6200974;2319278270005510;2219278280005510;990016820200205510
c50419/2;001598520;h;04300003047236;5932587;2319370870005510;2219370880005510;990015985200205510
c50420:ndr.1998;001992428;h;;;;;
c50421;004751400;h;;;;;
c50422;004392711;;;;;;
c60002;000557377;;;;;;
c60003;000393253;;;;;;
c60004;000295318;;;;;;
c60006;000339546;;;;;;
c60009;000697465;h;04300002852346;5865830;2318446970005510;2218446980005510;990006974650205510
c60010;001503750;h;04300002852347;5865848;2317929870005510;2217929880005510;990015037500205510
c60305:192ed.4;001648999;h;;;;;
c60314;000947545;h;04300002852526;5867958;2316964110005510;2216964130005510;990009475450205510
c61001;001376547;;;;;;
c61003;000601369;;;;;;
c61004;000232961;;;;;;
c61008;000177354;;;;;;
c61008ex.a;000177354;;;;;;
c61011;000175845;;;;;;
c61012;000192435;;04300002852621;5868661;2318482000005510;2218482010005510;990001924350205510
c61014;000259006;;04300002852622;5868723;2318425780005510;2218425820005510;990002590060205510
c61016;000343685;;04300002852624;5868808;2318411770005510;2218411780005510;990003436850205510
c61018;000572809;;04300002852625;5869250;2317549370005510;2217549380005510;990005728090205510
c61021;000584617;;;;;;
c61023;000546376;;04300003077157;5879864;2317482740005510;2217482760005510;990005463760205510
c61024;000960813;h;;;;;
c61025;000913299;h;04300002852633;5869309;2316988520005510;2216988550005510;990009132990205510
c61026;001486598;h;;;;;
c61027/1;002667004;;;;;;
c61027/2;002667005;;;;;;
c61027/3;002667006;;;;;;
c61027/4;002666903;;;;;;
c61027/5;002666902;;;;;;
c61027/6;002666901;;;;;;
c61027/7;002666900;;;;;;
c61028;001463103;h;;;;;
c61029;001435911;;em000006517061;;2315981660005510;2215981690005510;990014359110205510
c61029:1;004704650;h;em000005163206;6085710;2316859920005510;2216859970005510;990047046500205510
c61029:10;004110211;h;em000005163390;;2315510420005510;2215510430005510;990009022560205510
c61029:11;001810418;h;em000005163391;;2318749780005510;2218749790005510;990018104180205510
c61029:12;001810419;h;em000005163392;;2318744600005510;2218744610005510;990018104190205510
c61029:13;004937429;h;;;;;
c61029:2;004606888;h;em000005163204;6085710;2315573110005510;2215573120005510;990046068880205510
c61029:3;001435842;h;em000005163203;6085710;2316165090005510;2216165100005510;990014358420205510
c61029:4;001590517;h;04300003055920;6085710;2317901890005510;2217901920005510;990015905170205510
c61029:4ex.a;001590517;h;;;;;
c61029:5;001435862;h;em000005163207;6085710;2316159760005510;2216159770005510;990014358620205510
c61029:6;002833292;;em000005163386;;2315230920005510;2215230930005510;990016854200205510
c61029:7;001684888;;em000005163387;;2319311540005510;2219311550005510;990016848880205510
c61029:9;001810415;h;em000005163389;;2318739810005510;2218739820005510;990018104150205510
c61030;001710804;h;;;;;
c61031;001927374;h;04300003443772;7227425;2316165170005510;2216165200005510;990019273740205510
c61032:ed.3;001472696;h;04300003075164;7534199;2316156670005510;2216156680005510;990014726960205510
c61033;004705155;;em000005163213;6085710;2316738540005510;2216738550005510;990047051450205510
c61033;004705165;;em000005163213;6085710;2316738540005510;2216738550005510;990047051450205510
c61033;001867194;h;em000005163213;6085710;2316738540005510;2216738550005510;990047051450205510
c61033;001867321;h;em000005163213;6085710;2316738540005510;2216738550005510;990047051450205510
c61033;001867324;h;em000005163213;6085710;2316738540005510;2216738550005510;990047051450205510
c61033;004705124;h;em000005163213;6085710;2316738540005510;2216738550005510;990047051450205510
c61033;004705134;h;em000005163213;6085710;2316738540005510;2216738550005510;990047051450205510
c61033;004705145;h;em000005163213;6085710;2316738540005510;2216738550005510;990047051450205510
c61034;001442191;h;;;;;
c61035;004705698;;;;;;
c61036;004705881;h;;;;;
c61037;004705896;h;em000005163220;6085710;2316758900005510;2216758910005510;990047058960205510
c61038;002808832;h;;;;;
;000915550;h;;;;;
;000926371;h;;;;;
;000965179;h;;;;;
;001366449;h;;;;;
;001395733;h;;;;;
;001395736;h;;;;;
;001016952;;;;;;
;000141942;;;;;;
;001618568;;;;;;
;001618571;;;;;;
;000121983;;;;;;
;000359870;;;;;;
;001609795;;;;;;
;001609805;;;;;;
;001609777;;;;;;
;001609661;;;;;;
;000124169;;;;;;
;000625260;hw;;;;;
;000621892;;;;;;
;000621896;;;;;;
;000621897;;;;;;
c12021:1;;;04300003064112;6933512;2318476030005510;2218476040005510;990007120540205510
c12021:113;;;04300003064202;6929326;2319142160005510;2219142170005510;990003868240205510
c12021:145;;;04300003064235;6929593;2319252260005510;2219252270005510;990005003770205510
c15025:21ed.2005ex.a;;;em000005161700;;2318873990005510;2218874000005510;990050037620205510
c15081;;;em000006516444;;2318287980005510;2218287990005510;990000414450205510
c15083a/2;;;em000006335689;;2316199120005510;2216199130005510;990014101890205510
c15810;;;04300003049053;6159685;2318246800005510;2218247110005510;990000292900205510
c16040;;;04300003046076;5970701;2318297520005510;2218297590005510;990000172170205510
c16046ind.;;;em000006322148;;2316434040005510;2216434080005510;990038727550205510
c16046:1;;;em000006322124;;2316771960005510;2216771970005510;990054632830205510
c20023a;;;04300003047674;5957014;2316230400005510;2216230430005510;990006327690205510
c30506;;;04300003077896;5911316;2318545520005510;2218545530005510;990001208720205510
c31157ex.a;;;04300003077452;5894047;2316356830005510;2216356840005510;990011881440205510
c35053;;;04300003077532;5895114;2318412920005510;2218412930005510;990024254340205510
c35828;;;04300003075340;7659124;2316107010005510;2216107020005510;990019679710205510
c36029:ed.1repr.;;;04300003443690;;2317866210005510;2217866220005510;990015634130205510
c45005/1;;;04300003077145;5879668;2315644970005510;2215644980005510;990010241870205510
c45005/2;;;04300003077146;5879682;2315725290005510;2215725300005510;990010241880205510
c50040;;;04300002852198;5860307;2318513050005510;2218513060005510;990001157450205510
